"Regulating Agency","County Served","PWS","PWS Name","Facility ID","Facility Name","Sample Date","Received Date","Analyte Abbreviation","Analyte Name","Result (ng/L)","MRL (ng/L)","Sample ID"
"DEPT OF AGRICULTURE","Marion","94279","PNW VEG CO, LLC DBA NORPAC","EP-A","EP FOR WELLS","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","10.5","2110243-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","106","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFBA","Perfluorobutanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFBS","Perfluorobutanesulfonic acid","ND","42.5","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFDA","Perfluorodecanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFDoA","Perfluorododecanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFHpA","Perfluoroheptanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFHxA","Perfluorohexanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.3","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","42.5","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFNA","Perfluorononanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFOA","Perfluorooctanoic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFPeA","Perfluoropentanoic acid","ND","106","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.6","2110241-01"
"WASHINGTON COUNTY","Washington","01350","RAINBOW ENDS WATER SYSTEM","EP-A","EP FOR WELL","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","10.6","2110241-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","111","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFBA","Perfluorobutanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFBS","Perfluorobutanesulfonic acid","ND","44.4","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFDA","Perfluorodecanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFDoA","Perfluorododecanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFHpA","Perfluoroheptanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFHxA","Perfluorohexanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFHxS","Perfluorohexanesulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","22.2","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","44.4","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFNA","Perfluorononanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFOA","Perfluorooctanoic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFOS","Perfluorooctanesulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFPeA","Perfluoropentanoic acid","ND","111","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFPeS","Perfluoropentanesulfonic acid","ND","11.1","2110244-01"
"MARION COUNTY","Marion","94604","REWORLD MARION","EP-A","EP FOR WELL FIELD (EAST/WEST WELLS)","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","11.1","2110244-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","107","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFBA","Perfluorobutanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFBS","Perfluorobutanesulfonic acid","ND","42.8","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFDA","Perfluorodecanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFDoA","Perfluorododecanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFHpA","Perfluoroheptanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFHxA","Perfluorohexanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.4","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","42.8","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFNA","Perfluorononanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFOA","Perfluorooctanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFPeA","Perfluoropentanoic acid","ND","107","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-A","EP FOR WELL #1","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","10.7","2110238-01"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","110","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFBA","Perfluorobutanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFBS","Perfluorobutanesulfonic acid","ND","44.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFDA","Perfluorodecanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFDoA","Perfluorododecanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFHpA","Perfluoroheptanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFHxA","Perfluorohexanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFHxS","Perfluorohexanesulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","22.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","44.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFNA","Perfluorononanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFOA","Perfluorooctanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFOS","Perfluorooctanesulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFPeA","Perfluoropentanoic acid","ND","110","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFPeS","Perfluoropentanesulfonic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-B","EP FOR WELL #2","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","11.0","2110238-02"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","104","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFBA","Perfluorobutanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFBS","Perfluorobutanesulfonic acid","ND","41.6","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFDA","Perfluorodecanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFDoA","Perfluorododecanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFHpA","Perfluoroheptanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFHxA","Perfluorohexanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","20.8","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","41.6","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFNA","Perfluorononanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFOA","Perfluorooctanoic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFPeA","Perfluoropentanoic acid","ND","104","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.4","2110238-03"
"REGION 1","Clackamas","00461","RIVERGROVE WATER DISTRICT","EP-C","EP FOR OLSON WELL","10/19/2021","01/27/2022","PFUnA","Perfluoroundecanoic acid","ND","10.4","2110238-03"
